age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
23,0,122272,0,13,2,8,1,0,0,0,0,30,0,0
35,0,225750,0,13,1,5,5,0,0,0,0,32,0,0
33,0,276221,13,16,0,5,2,0,1,0,0,40,0,0
58,1,204021,3,9,4,4,3,0,1,0,0,50,0,0
42,1,101709,6,11,0,1,2,1,1,2885,0,40,0,0
41,0,306496,6,11,0,0,2,0,1,0,0,40,0,1
17,0,47425,2,7,2,2,1,0,0,0,0,15,0,0
22,0,313817,3,9,0,10,2,0,1,0,0,50,0,0
58,1,33309,3,9,4,9,3,0,1,0,0,80,0,0
23,0,177526,0,13,2,4,3,0,1,0,0,40,0,0
31,3,30917,1,10,0,12,2,0,1,0,0,72,0,0
44,0,151780,1,10,4,4,3,4,0,0,0,40,0,0
42,5,160369,10,14,0,5,2,0,1,0,0,50,0,1
53,0,155233,9,8,0,5,0,0,0,0,0,40,16,0
38,3,205852,3,9,2,8,3,0,1,0,0,45,0,1
30,0,455995,3,9,2,1,1,0,1,0,0,40,0,0
58,0,223214,3,9,0,5,2,0,1,0,0,40,0,1
27,1,208577,1,10,0,4,2,0,1,0,0,45,0,1
41,0,119079,3,9,0,3,2,0,1,0,0,49,0,1
36,0,300373,12,6,1,7,5,4,0,0,0,40,0,0
31,3,484669,1,10,2,0,3,0,1,0,0,40,0,0
50,0,135102,10,14,0,4,2,0,1,0,0,55,0,1
19,0,208066,1,10,2,5,1,0,0,0,0,40,0,0
36,0,185203,3,9,2,3,3,0,0,0,0,40,0,0
18,0,70021,3,9,2,6,1,0,1,0,0,12,0,0
26,0,159759,0,13,2,2,1,0,1,0,0,40,0,0
48,0,184513,0,13,0,5,2,0,1,0,0,80,0,1
33,0,171216,0,13,0,4,2,0,1,0,0,50,0,1
36,1,288585,3,9,0,2,0,1,0,0,0,20,10,0
17,0,232713,12,6,2,1,3,0,1,594,0,30,0,0
49,1,285570,8,4,0,9,2,0,1,0,0,50,0,0
77,0,153113,4,15,0,5,2,0,1,1455,0,25,0,0
42,1,344624,13,16,2,5,3,0,1,0,0,99,0,1
26,0,121712,3,9,2,6,5,0,1,0,0,30,0,0
46,0,184883,7,5,0,7,0,0,0,0,0,40,0,0
68,1,197015,3,9,0,9,2,0,1,0,0,45,0,0
35,0,170263,3,9,1,4,5,0,0,0,0,40,0,0
28,5,38309,0,13,2,5,1,0,1,6849,0,40,0,0
55,5,337599,1,10,1,8,3,0,1,0,0,40,0,0
65,0,136431,3,9,0,5,2,0,1,9386,0,40,0,1
49,0,78529,0,13,0,3,2,0,1,0,0,60,0,0
60,2,189098,3,9,0,2,2,0,1,0,0,40,0,0
74,0,282553,8,4,4,2,3,0,0,0,0,40,0,0
26,0,416577,3,9,0,7,2,4,1,0,0,45,0,0
61,0,86067,5,12,0,3,2,0,1,15024,0,40,0,1
22,0,216984,3,9,2,8,3,2,0,0,0,40,0,0
26,0,197292,3,9,2,8,3,0,0,0,0,50,0,0
53,4,549341,0,13,0,5,2,4,1,0,0,35,0,0
19,0,366088,7,5,2,7,1,0,1,0,0,40,0,0
60,0,39352,8,4,2,10,3,0,1,0,0,48,0,1
42,5,160369,3,9,2,12,3,0,1,0,0,40,0,1
36,0,247547,3,9,2,5,3,4,0,0,0,40,0,0
35,4,223242,0,13,1,5,3,0,1,0,0,40,0,0
47,0,231284,3,9,2,9,3,3,1,0,0,40,3,0
46,0,265105,0,13,0,5,2,0,1,0,0,50,0,1
38,0,234901,10,14,0,4,2,0,1,0,1977,60,0,1
33,1,67482,6,11,1,2,5,0,0,0,0,99,0,0
24,0,236696,3,9,0,6,1,0,1,0,0,35,0,0
34,0,174789,0,13,2,2,3,0,1,0,2001,40,0,0
55,0,172666,1,10,0,1,2,0,1,0,0,40,0,1
57,0,334224,1,10,0,1,0,0,0,9386,0,40,0,1
64,0,159715,1,10,0,1,2,0,1,0,0,20,0,0
31,4,162041,10,14,2,5,3,0,0,0,0,45,0,0
41,0,93885,1,10,1,3,5,0,0,0,0,48,0,0
33,0,236379,6,11,0,1,2,0,1,0,0,45,0,1
21,0,119665,1,10,2,0,1,0,1,0,0,35,0,0
53,0,132304,1,10,1,8,4,0,0,0,0,40,0,0
33,0,80058,3,9,2,10,3,0,1,0,0,40,0,0
36,0,205396,3,9,4,5,3,0,0,0,0,4,0,0
49,4,202467,3,9,0,12,2,0,1,0,0,40,0,1
43,0,336042,3,9,3,10,3,0,1,0,0,40,0,0
33,0,168981,3,9,2,3,1,0,0,0,0,40,0,0
20,3,26585,3,9,2,2,3,2,0,0,0,25,0,0
26,0,37650,1,10,1,5,3,0,0,5060,0,40,0,0
44,4,202872,1,10,1,5,5,0,0,0,0,25,0,0
46,0,216292,3,9,0,3,2,0,1,0,0,45,0,0
33,0,170540,3,9,3,8,3,0,0,0,0,40,0,0
19,0,187161,1,10,2,2,1,0,0,0,0,25,0,0
48,0,143098,13,16,0,5,2,1,1,0,1902,40,11,1
43,0,70055,1,10,0,8,2,0,1,0,0,40,0,0
31,5,55849,1,10,2,1,3,0,1,0,0,40,0,0
55,0,314164,4,15,0,5,2,0,1,0,0,40,0,1
45,5,264052,3,9,0,1,2,0,1,0,0,40,0,0
20,0,312017,1,10,2,12,1,0,1,0,0,40,5,0
74,0,89852,9,8,0,6,2,0,1,0,0,11,0,0
34,0,381153,3,9,0,10,2,0,1,0,0,40,0,0
65,1,316093,4,15,1,5,3,0,1,0,1668,40,0,0
61,1,390472,3,9,0,9,2,0,1,0,0,40,0,0
21,0,238917,14,3,0,2,2,0,1,0,0,40,20,0
36,0,117312,5,12,1,0,3,0,0,0,0,60,0,0
70,0,236055,8,4,4,2,3,0,0,0,0,35,0,0
48,0,176026,3,9,0,7,2,0,1,0,0,40,0,0
19,0,124906,1,10,2,8,1,0,0,0,1719,25,0,0
39,0,280215,3,9,1,6,1,4,1,0,0,40,0,0
23,0,111340,3,9,0,5,2,0,1,0,1573,40,0,0
63,0,401531,11,2,0,5,2,0,1,0,0,35,0,0
52,0,174752,3,9,0,3,2,0,1,0,0,60,0,1
21,0,198259,1,10,2,8,1,0,0,0,0,15,0,0
20,0,227943,3,9,2,6,1,0,1,0,0,45,0,0
29,0,116820,3,9,2,5,1,0,1,0,0,50,0,0
19,0,541282,1,10,2,5,1,0,1,0,0,40,0,0
34,0,104293,0,13,2,8,1,0,0,0,0,40,0,0
44,1,127482,3,9,0,1,2,0,1,7298,0,50,2,1
53,0,177647,0,13,1,4,5,0,1,0,0,40,0,0
24,0,353010,0,13,2,7,3,0,1,0,0,65,0,0
32,3,566117,1,10,1,8,5,0,0,0,0,40,0,0
59,1,73411,4,15,0,9,2,0,1,0,0,30,0,0
27,4,206125,12,6,0,1,2,0,1,0,0,60,0,0
24,0,233419,3,9,1,4,3,0,0,0,0,40,0,0
36,0,75073,1,10,2,1,3,4,1,0,0,55,0,0
57,0,161642,3,9,0,4,2,0,1,0,0,45,0,1
60,0,96099,1,10,0,3,2,0,1,0,0,40,0,1
17,0,127366,2,7,2,3,1,0,0,0,0,8,0,0
30,0,34572,4,15,0,5,2,0,1,0,0,80,0,1
23,0,442274,9,8,2,8,5,0,1,0,0,40,0,0
20,0,41721,1,10,2,7,3,0,1,0,0,40,0,0
34,0,231238,7,5,3,9,5,4,1,0,0,40,0,0
56,0,197875,12,6,4,2,5,0,0,0,0,40,0,0
50,4,50459,3,9,0,4,2,0,1,0,0,42,0,1
50,0,594521,7,5,1,8,5,0,0,0,0,40,0,0
70,0,149040,3,9,4,5,3,0,0,2964,0,12,0,0
22,0,199005,5,12,2,5,1,0,1,0,0,40,0,0
26,0,55860,1,10,2,8,3,4,0,0,0,40,0,0
32,0,158784,8,4,4,5,3,0,0,0,0,40,0,0
45,0,55272,6,11,0,1,2,0,1,0,0,40,0,0
60,0,366531,6,11,4,5,3,0,0,0,0,40,0,0
61,0,175999,3,9,0,7,2,0,1,0,0,40,0,0
21,0,131620,3,9,5,7,1,0,0,0,0,40,24,0
28,4,296537,3,9,0,1,2,0,1,0,0,45,0,0
32,1,29254,1,10,0,9,2,0,1,0,0,50,0,1
25,0,238605,3,9,2,3,1,0,0,0,0,25,0,0
23,0,171705,3,9,2,3,5,0,0,0,0,48,0,0
23,0,176724,2,7,0,7,2,0,1,0,0,40,3,0
53,0,126386,3,9,1,7,1,0,1,0,0,40,0,0
37,0,176159,0,13,0,4,2,0,1,0,0,40,0,1
47,0,209057,1,10,1,1,5,0,1,0,0,40,0,1
57,0,132704,10,14,3,5,3,0,1,10520,0,32,0,1
29,0,137063,3,9,2,3,5,0,1,0,0,38,0,0
44,2,60087,3,9,0,1,2,0,1,0,0,45,0,1
53,0,124963,3,9,1,6,3,0,1,0,0,40,0,0
29,0,159768,3,9,2,7,3,0,1,3325,0,40,26,0
44,4,208528,5,12,0,9,2,0,1,0,0,30,0,0
43,0,50197,12,6,3,2,3,4,0,0,0,40,0,0
39,0,284166,0,13,0,5,2,0,1,0,1902,50,0,1
20,0,256796,3,9,2,8,1,4,0,0,0,40,0,0
40,0,165858,5,12,2,3,3,0,1,0,0,80,0,1
54,0,178530,0,13,0,4,2,0,1,0,0,60,0,1
48,0,548568,10,14,0,3,2,0,1,0,0,50,0,1
48,0,167381,3,9,4,5,5,0,0,0,0,25,0,0
35,0,22055,1,10,0,5,2,2,1,0,0,60,0,0
47,1,174533,3,9,0,4,2,0,1,0,0,40,0,0
48,0,83545,1,10,0,4,2,0,1,0,0,65,0,1
30,0,310889,1,10,2,6,3,0,1,0,0,55,0,0
18,0,192583,1,10,2,3,3,0,0,0,0,30,0,0
41,0,27305,3,9,1,1,3,0,1,0,0,40,0,0
33,0,290763,1,10,2,3,3,0,0,0,0,40,0,0
25,0,218667,3,9,0,6,2,0,1,0,0,40,0,0
54,2,124963,0,13,0,4,2,0,1,0,0,40,0,1
61,0,221534,3,9,1,7,1,0,0,0,0,40,0,0
45,0,176841,3,9,2,2,3,0,0,0,0,40,36,0
59,5,354948,0,13,0,5,2,0,1,3103,0,40,0,1
75,2,125197,3,9,0,8,2,0,1,0,0,26,0,0
53,0,130143,0,13,1,3,3,0,1,0,0,45,0,0
37,0,265144,0,13,0,4,2,0,1,0,0,50,0,1
44,0,191893,3,9,2,2,1,0,0,0,0,24,0,0
46,0,215895,10,14,2,4,3,0,1,4787,0,60,0,1
45,0,363253,1,10,2,5,3,0,1,0,0,50,0,1
35,4,190226,3,9,2,12,1,0,1,0,0,40,0,0
49,0,61307,8,4,0,7,2,3,1,0,0,38,0,0
51,0,104651,0,13,0,1,2,0,1,0,0,50,0,0
51,0,163948,6,11,0,0,2,0,1,0,0,40,0,1
24,0,100321,1,10,1,1,3,0,1,0,0,48,0,0
71,4,303860,10,14,4,4,3,0,1,2050,0,20,0,0
39,0,208778,3,9,0,7,0,0,0,0,0,40,0,1
22,0,361487,3,9,2,1,3,0,1,0,0,40,0,0
31,0,145924,1,10,1,7,5,0,0,0,0,35,0,0
21,0,27255,1,10,2,8,1,0,1,0,0,40,0,0
47,4,265097,3,9,0,2,2,0,1,4386,0,40,0,1
38,0,33975,0,13,0,0,2,0,1,0,0,45,0,0
63,2,165611,0,13,0,4,2,0,1,0,0,35,0,0
34,0,272411,0,13,2,8,3,0,0,0,0,40,0,0
25,0,181576,1,10,2,10,3,0,1,0,0,55,0,0
40,4,157240,0,13,1,5,5,0,0,0,0,70,0,0
48,0,189462,1,10,0,1,2,0,1,7688,0,40,0,1
59,2,52822,0,13,0,1,2,0,1,0,0,60,0,0
60,3,237317,6,11,1,5,5,0,1,4934,0,40,0,1
38,0,217349,6,11,1,5,3,0,0,14344,0,40,0,1
50,0,149784,1,10,0,1,2,0,1,0,0,40,0,0
47,0,849067,9,8,1,6,3,4,1,0,0,40,0,0
42,0,108506,3,9,0,10,2,2,1,0,0,60,0,0
50,2,204447,1,10,1,12,3,0,1,0,0,40,0,0
52,0,294991,0,13,0,5,2,0,1,0,0,40,0,1
24,0,117779,0,13,2,5,3,0,1,0,0,10,30,0
55,0,487411,10,14,0,5,2,0,1,0,0,40,0,1
38,5,143059,0,13,2,4,3,0,0,0,0,45,0,0
18,0,210652,3,9,2,5,1,0,1,0,0,15,0,0
47,2,362835,0,13,0,4,2,0,1,0,0,50,0,1
36,0,214031,12,6,0,10,2,0,1,0,0,80,0,0
34,0,268127,9,8,3,5,5,4,0,0,0,40,0,0
39,4,45607,3,9,0,12,2,0,1,0,0,56,0,0
42,0,42346,3,9,4,4,3,4,0,0,0,35,0,0
20,5,318382,3,9,2,8,3,0,1,0,0,40,0,0
32,0,245482,3,9,0,7,2,1,1,0,0,40,0,0
41,0,177989,13,16,0,5,2,0,1,0,2051,60,0,0
36,1,129150,3,9,0,9,2,0,1,0,0,50,0,1
21,0,166517,3,9,2,1,1,0,1,0,0,40,0,0
51,1,111939,3,9,0,10,2,0,1,0,0,35,0,1
32,0,28984,1,10,2,2,3,0,0,0,2001,25,0,0
22,0,293324,3,9,2,4,3,0,1,0,0,40,0,0
37,0,185359,3,9,0,8,2,0,1,0,0,40,0,0
24,5,231473,5,12,0,8,2,0,1,0,0,30,0,0
67,1,40021,3,9,0,9,2,0,1,0,0,35,0,0
57,1,253267,14,3,3,2,5,0,0,0,0,35,12,0
17,0,209650,9,8,2,2,1,0,1,0,0,20,0,0
32,0,294121,5,12,1,7,3,0,0,0,0,50,0,0
23,4,324960,3,9,2,9,3,0,1,0,0,40,17,0
58,0,113398,3,9,2,2,4,0,1,0,0,25,0,0
36,0,252231,15,1,2,7,3,4,1,0,0,40,3,0
42,0,123816,3,9,1,7,3,4,0,0,0,40,0,0
69,0,228921,0,13,4,5,3,0,1,0,2282,40,0,1
35,0,87556,10,14,2,5,3,0,1,0,0,45,0,1
51,0,28978,1,10,4,2,3,0,0,0,0,40,0,0
29,0,249948,0,13,2,8,3,0,0,0,0,50,0,0
55,5,157639,1,10,0,12,2,0,1,0,0,40,0,1
27,0,100168,8,4,0,2,0,0,0,0,0,40,0,0
34,0,275771,3,9,1,4,5,0,0,0,0,50,0,0
29,0,286452,5,12,1,3,5,0,0,3418,0,40,0,0
56,0,456592,3,9,1,2,5,0,0,0,0,37,0,0
31,0,446512,1,10,3,2,5,4,0,0,0,40,0,0
26,0,211231,0,13,0,5,0,0,0,0,0,40,0,1
45,0,153682,1,10,0,8,2,4,1,0,0,40,0,1
26,0,34803,3,9,2,4,3,0,0,0,0,40,0,0
32,0,30433,0,13,2,0,4,0,0,0,0,72,0,0
23,0,192812,0,13,2,0,1,0,0,0,0,40,0,0
55,0,27227,1,10,0,2,2,0,1,0,1977,35,0,1
46,3,110884,3,9,2,8,3,2,1,0,0,40,0,0
30,0,263150,3,9,1,7,5,0,0,0,0,20,0,0
53,0,122412,0,13,2,5,3,0,0,0,0,40,0,0
29,0,363963,3,9,1,2,3,0,0,0,0,40,0,0
50,1,391016,0,13,1,4,3,0,1,0,0,30,0,0
28,0,180299,3,9,0,1,2,0,1,0,0,48,0,0
40,1,240698,3,9,0,1,2,0,1,0,0,60,0,0
34,4,126584,0,13,0,4,2,0,1,0,0,45,0,0
39,0,114605,3,9,0,7,2,0,1,0,0,40,0,0
34,0,88215,10,14,0,5,0,1,0,0,0,40,11,1
40,0,83827,1,10,1,1,5,0,0,0,0,40,2,0
29,0,207513,1,10,0,1,2,0,1,0,0,56,0,0
64,2,51286,10,14,0,3,2,0,1,6418,0,65,0,1
20,0,54012,3,9,2,6,1,0,1,0,0,40,0,0
29,1,227890,0,13,2,5,3,4,1,0,0,40,0,0
34,0,255830,5,12,1,1,5,4,0,7443,0,40,0,0
26,0,138537,2,7,2,4,3,4,1,0,0,50,0,0
46,0,102308,3,9,0,6,2,0,1,0,0,56,0,1
21,0,398480,1,10,2,5,1,0,0,0,0,40,0,0
47,0,167159,3,9,0,6,2,0,1,0,0,40,0,1
59,0,175290,8,4,2,2,4,0,1,0,0,32,0,0
37,1,241306,3,9,1,1,3,0,1,0,0,40,0,0
52,0,311931,14,3,0,3,0,0,0,0,0,15,36,0
32,0,170276,0,13,2,4,3,0,0,0,0,46,0,1
38,0,104094,1,10,0,5,2,0,1,0,0,15,0,0
25,0,125159,5,12,0,6,2,4,1,0,0,40,18,0
42,4,121012,1,10,0,4,2,0,1,0,0,45,0,1
76,0,328227,0,13,0,8,2,0,1,5556,0,13,0,1
23,0,302195,0,13,0,5,2,0,1,0,0,40,0,0
48,0,166929,0,13,0,8,2,0,1,0,0,45,0,1
33,3,159548,5,12,2,8,5,4,0,0,0,40,0,0
47,4,172246,10,14,0,5,2,0,1,0,0,60,0,1
33,0,45796,3,9,0,3,2,0,1,0,0,40,0,1
40,1,355856,0,13,5,4,3,1,1,0,0,40,0,0
20,0,314539,3,9,2,7,1,0,1,0,0,40,0,0
56,0,142182,6,11,0,1,2,0,1,0,0,45,0,1
46,4,126524,0,13,0,5,0,0,0,0,1902,40,0,1
42,0,29320,0,13,0,5,2,0,1,0,0,40,0,0
24,0,204935,10,14,2,8,3,0,1,0,0,56,0,0
44,0,199031,1,10,1,10,1,0,1,0,1380,40,0,0
25,0,315643,3,9,0,2,2,0,1,0,0,30,0,0
42,0,195584,5,12,3,8,5,4,0,0,0,40,0,0
26,0,198986,3,9,2,1,4,0,1,0,0,40,0,0
50,1,204402,3,9,0,9,2,0,1,0,0,84,0,1
42,0,119679,3,9,0,7,2,0,1,0,1579,42,0,0
22,0,154235,1,10,0,5,0,0,0,3781,0,35,0,0
28,0,267912,3,9,2,1,5,0,1,0,0,40,20,0
29,4,273771,10,14,2,5,3,0,1,0,0,45,0,0
55,1,99551,0,13,4,3,5,0,0,0,0,15,0,0
42,3,236503,1,10,2,8,3,0,0,0,0,40,0,0
42,2,188615,0,13,0,3,2,0,1,0,0,60,0,1
44,0,222635,14,3,0,7,2,4,1,0,0,40,0,0
53,1,135339,0,13,0,4,2,1,1,7688,0,20,11,1
56,0,193818,7,5,1,1,3,0,1,0,0,40,0,0
29,0,109814,0,13,2,6,1,0,1,0,0,40,0,0
27,0,109004,3,9,3,1,5,4,1,0,0,40,0,0
46,0,98524,0,13,1,4,3,0,1,0,0,40,4,1
37,0,84306,1,10,0,2,2,0,1,0,0,40,0,0
28,4,33662,10,14,0,5,0,0,0,7298,0,40,0,1
24,3,104164,3,9,0,8,2,0,1,0,0,40,0,0
40,1,177810,0,13,0,1,2,0,1,0,0,30,0,0
18,0,120691,1,10,2,2,1,4,1,0,0,35,0,0
33,0,251120,0,13,0,3,2,0,1,7688,0,50,0,1
48,0,26502,3,9,1,4,3,0,1,0,0,40,0,0
55,0,277034,1,10,1,12,3,0,1,0,0,40,0,0
44,0,408717,3,9,1,3,3,0,1,3674,0,50,0,0
26,0,223464,1,10,0,8,2,0,1,0,0,40,0,0
44,0,335223,3,9,0,6,2,0,1,0,0,40,0,1
18,0,25828,2,7,2,6,1,0,1,0,0,16,0,0
25,0,158734,3,9,2,8,3,0,0,0,0,45,0,0
30,0,307353,3,9,2,2,5,4,0,0,0,35,0,0
41,3,149102,3,9,2,6,3,0,1,0,1980,40,0,0
62,0,44013,3,9,0,1,2,0,1,0,0,40,0,0
45,0,155093,12,6,1,2,3,4,0,0,0,38,24,0
22,0,380899,1,10,2,1,1,0,1,0,0,40,0,0
39,0,108419,1,10,0,1,2,0,1,0,0,40,0,0
18,0,335665,2,7,2,2,4,4,0,0,0,24,0,0
64,0,104756,1,10,4,5,5,0,0,0,0,8,0,0
53,0,366957,0,13,0,4,2,1,1,99999,0,50,7,1
29,0,114870,1,10,1,1,1,0,1,0,0,40,0,0
30,0,138744,3,9,2,5,1,0,1,0,0,40,0,0
27,0,104457,0,13,2,7,3,1,1,0,0,40,0,0
37,0,246677,3,9,3,5,5,0,0,0,0,38,0,0
46,0,207733,11,2,4,2,5,0,0,0,0,40,3,0
34,0,378723,12,6,3,4,5,0,0,0,0,45,0,0
32,0,127875,0,13,0,0,0,0,0,0,0,40,0,1
56,0,133819,3,9,1,5,3,0,0,0,0,40,0,0
38,0,104089,6,11,2,1,1,0,1,0,0,40,0,0
31,1,357145,13,16,2,5,1,0,0,0,0,48,0,0
53,0,287927,3,9,1,3,3,0,0,0,0,60,2,0
59,0,271571,1,10,0,1,2,0,1,15024,0,50,0,1
26,0,177951,3,9,0,6,2,0,1,0,0,48,0,0
45,4,375606,0,13,0,4,2,0,1,0,0,40,0,1
33,0,119913,6,11,0,5,2,0,1,0,0,40,0,1
41,0,92775,0,13,0,4,2,0,1,0,0,60,0,1
23,0,189203,1,10,2,2,3,0,1,0,0,25,0,0
37,0,161141,1,10,0,1,2,0,1,0,0,40,0,1
34,0,231043,6,11,0,8,2,0,1,3908,0,45,0,0
56,0,367200,3,9,1,1,4,0,1,0,0,40,0,0
25,0,103358,1,10,2,7,1,0,1,0,0,40,7,0
19,0,247679,3,9,2,1,3,0,1,0,0,45,0,0
41,0,117585,3,9,0,4,2,0,1,0,1485,40,0,1
22,0,188544,6,11,2,8,1,0,0,0,0,30,0,0
51,1,268639,1,10,0,5,0,0,0,0,2057,60,4,0
41,0,204415,2,7,1,6,3,0,1,0,0,48,0,0
26,2,79078,3,9,2,9,3,0,1,0,0,50,0,0
20,0,177287,3,9,2,4,1,0,0,0,0,40,0,0
47,0,304133,1,10,0,4,2,0,1,0,0,45,0,0
50,0,339954,3,9,0,1,2,0,1,0,0,40,0,1
28,0,251905,0,13,0,5,2,0,1,0,0,50,0,0
19,0,292590,1,10,2,2,1,0,0,0,0,20,0,0
42,0,196344,1,10,0,9,2,0,1,0,0,40,31,0
32,5,204052,0,13,0,5,2,0,1,0,0,45,0,1
28,0,138054,5,12,2,2,3,3,1,0,0,40,0,0
30,0,176871,1,10,3,8,5,4,0,0,0,40,0,0
51,0,29887,0,13,1,0,3,0,1,0,1590,40,0,0
25,0,147638,0,13,2,8,1,1,0,0,0,40,7,0
33,0,183125,3,9,2,3,3,0,0,0,0,45,0,0
24,0,205844,0,13,2,4,1,4,0,0,0,40,0,0
46,4,155654,10,14,2,5,3,0,0,0,0,40,0,0
20,0,187149,3,9,2,1,1,4,0,0,0,40,0,0
46,0,135803,0,13,2,4,3,1,1,0,0,40,15,0
47,0,341995,1,10,1,3,1,0,1,0,0,55,0,0
65,4,382245,3,9,4,4,5,0,0,0,0,40,0,0
52,4,178983,3,9,0,5,2,0,1,0,0,40,0,0
18,0,240543,2,7,2,2,1,0,0,0,0,20,0,0
41,0,421837,3,9,0,10,2,0,1,0,0,40,0,0
43,3,190020,4,15,0,4,2,0,1,0,0,60,0,0
34,2,175761,0,13,0,5,2,0,1,0,0,60,0,1
24,0,236696,1,10,2,2,3,0,1,0,0,30,0,0
24,0,200973,1,10,2,8,3,0,0,0,0,40,0,0
45,0,174794,1,10,1,11,3,0,0,0,0,29,0,0
36,5,210830,10,14,2,5,1,0,0,0,0,30,0,0
38,0,33394,3,9,0,3,2,0,1,0,0,75,0,1
31,5,152109,6,11,1,12,3,0,1,0,0,40,0,0
37,3,408229,3,9,1,0,5,0,0,0,0,40,0,0
46,0,266337,6,11,1,1,5,0,1,0,0,40,0,0
28,0,190836,3,9,0,1,2,0,1,3411,0,40,0,0
44,1,360879,1,10,0,9,2,0,1,0,1902,80,0,1
23,0,173670,0,13,0,4,0,0,0,0,0,45,0,0
49,0,178160,5,12,4,3,3,0,0,0,0,40,5,0
30,0,117393,3,9,2,3,3,0,0,0,0,40,0,0
64,0,181530,4,15,0,5,2,0,1,0,0,40,0,1
23,0,180771,11,2,0,7,0,2,0,0,0,35,20,0
66,0,128614,12,6,0,5,2,0,1,0,0,15,0,1
21,0,146499,6,11,0,8,4,0,0,0,1579,40,0,0
44,1,195486,3,9,0,3,2,4,1,0,0,70,18,0
22,0,317528,1,10,2,3,1,0,1,0,0,34,0,0
43,0,195212,0,13,0,4,0,4,0,0,0,40,0,0
70,1,355536,3,9,0,0,0,0,0,0,0,24,0,0
35,0,119992,5,12,0,1,2,0,1,0,0,45,0,0
45,1,48553,1,10,0,1,2,0,1,0,0,60,0,0
40,0,259307,10,14,0,4,2,0,1,0,0,50,0,1
58,5,136982,3,9,5,2,5,4,0,0,0,40,14,0
43,0,136721,9,8,0,1,2,0,1,0,0,40,0,0
54,0,155233,0,13,2,8,3,0,0,14084,0,40,0,1
32,0,178623,3,9,2,2,3,4,0,0,0,40,0,0
48,3,102359,0,13,0,4,2,0,1,7688,0,40,0,1
35,0,187329,0,13,2,5,3,0,0,0,0,40,0,0
32,0,270968,0,13,1,4,3,0,0,0,0,50,0,1
43,0,409902,3,9,2,2,3,4,0,0,0,96,0,0
21,0,65038,3,9,2,7,1,0,1,0,0,40,0,0
45,0,252079,1,10,0,5,2,0,1,0,0,50,0,1
64,0,236341,14,3,4,2,3,4,0,0,0,16,0,0
19,0,136306,2,7,2,9,1,0,1,0,0,24,0,0
29,0,260645,1,10,2,3,1,0,0,0,0,40,0,0
31,0,142921,0,13,2,0,3,0,0,0,0,40,0,0
68,1,119056,3,9,2,3,3,0,1,0,0,24,0,1
35,0,143385,3,9,0,6,2,0,1,0,0,40,0,0
19,0,52114,1,10,2,5,1,0,0,0,0,10,0,0
38,0,182526,0,13,5,5,3,0,0,0,0,40,0,0
23,0,86065,9,8,2,2,3,0,0,0,0,30,0,0
49,0,65087,10,14,0,4,2,0,1,15024,0,50,0,1
28,0,157262,0,13,1,4,3,0,0,0,0,40,0,0
46,0,110171,1,10,0,1,2,0,1,7688,0,40,0,1
83,0,192305,1,10,1,5,5,0,0,0,0,20,0,0
59,0,252714,3,9,0,7,2,0,1,0,0,30,16,0
65,0,115922,2,7,1,6,3,0,1,0,0,24,0,0
61,0,204908,7,5,0,1,2,0,1,0,0,40,0,0
50,0,108435,10,14,0,4,2,0,1,99999,0,60,0,1
66,0,180211,0,13,0,1,2,1,1,0,0,30,15,0
59,0,294395,10,14,4,5,3,0,0,0,0,40,0,0
25,0,120238,0,13,2,4,3,0,1,0,0,40,0,0
35,0,181099,12,6,0,1,2,0,1,0,0,40,0,0
44,0,121874,1,10,1,3,5,0,1,0,0,55,0,1
31,0,348491,0,13,2,4,3,4,0,0,0,40,0,0
28,4,250135,10,14,0,5,0,0,0,0,1902,55,0,0
22,0,199266,0,13,2,4,3,0,0,0,0,30,0,0
62,1,26857,8,4,4,9,4,0,0,0,0,35,0,0
60,0,139586,6,11,4,4,5,1,0,0,0,40,0,1
22,0,412316,3,9,2,3,4,4,1,0,0,40,0,0
55,0,123436,6,11,0,5,2,0,1,0,0,40,0,1
25,0,182866,3,9,2,6,1,0,1,0,0,40,0,0
17,0,181580,2,7,2,2,1,0,0,0,0,16,0,0
48,0,158944,3,9,4,1,3,0,0,0,0,60,0,1
71,0,99549,14,3,0,4,2,0,1,0,0,40,0,0
41,0,206470,0,13,0,5,2,0,1,0,0,40,5,0
36,4,110791,5,12,3,8,5,0,0,0,0,40,0,0
37,5,157641,1,10,2,12,3,0,0,0,0,30,0,0
54,0,99185,0,13,0,5,2,0,1,0,1977,40,0,1
48,2,254291,0,13,0,4,2,0,1,7298,0,50,0,1
31,0,363130,3,9,2,2,5,4,1,0,0,18,0,0
35,2,152307,3,9,0,1,2,0,1,0,1485,40,0,0
37,0,73715,1,10,0,1,2,0,1,0,0,40,0,1
20,0,336101,1,10,2,2,3,0,0,0,0,30,0,0
54,4,449172,0,13,1,4,3,4,1,0,0,40,0,0
41,0,171234,1,10,1,8,3,0,0,0,0,55,0,0
24,3,29591,0,13,2,5,3,3,0,0,0,40,0,0
32,0,53260,3,9,1,2,5,3,0,0,0,28,0,0
31,0,178615,0,13,0,5,2,0,1,0,0,40,0,0
39,0,706180,0,13,1,3,5,0,0,0,0,40,0,0
20,0,168165,1,10,2,2,1,0,1,0,0,30,0,0
